Nombre,SiO2,Al2O3,FeOT,CaO,MgO,Na2O,K2O,MnO,TiO
Granodiorita,70.21,15.53,2.37,2.83,0.92,4.06,2.78,0.03,0.35
Granodiorita,69.91,15.53,2.42,2.83,0.93,4.08,2.68,0.03,0.35
Granodiorita,69.4,15.31,2.58,2.55,1.1,3.36,3.92,0.05,0.38
Granodiorita,70.78,14.52,2.68,1.31,1.14,3.59,3.43,0.05,0.38
Granodiorita,67.59,14.78,3.16,3.2,1.65,3.88,3.62,0.06,0.49
Granodiorita,65.83,15.33,3.74,3.64,2.01,4.0,3.38,0.06,0.59
Granodiorita,66.37,15.14,3.65,3.39,1.94,3.79,3.61,0.05,0.56
Granodiorita,66.17,15.2,3.56,3.43,1.98,3.85,3.58,0.07,0.57
Granodiorita,65.5,15.53,3.82,3.75,2.28,3.49,3.48,0.05,0.58
Granodiorita,66.97,15.39,4.16,3.53,1.19,3.55,2.13,0.07,0.42
Granodiorita,66.93,15.42,4.16,3.52,1.19,3.43,2.13,0.07,0.43
Granodiorita,65.08,16.22,4.62,4.72,1.74,3.84,1.97,0.14,0.82
Granodiorita,61.9697429077261,14.7842066552177,5.67,4.60543995060203,3.53348410003087,3.73199444272924,3.12653789749923,0.0694786199444273,0.506201373880827
Granodiorita,63.234144991683,15.1476748549859,3.38,3.66942292928431,2.10776251812676,4.63707753987887,1.82992109528278,0.04790369359379,0.33532585515653
Granodiorita,62.0935554166667,14.66255525,4.9,4.284,3.28241666666667,4.01625,3.57,0.0793333333333333,0.585083333333333
Granodiorita,70.055296686627,16.3075433657088,1.53,3.03349895649382,0.716104671696901,5.26138015732862,1.66096500240809,0.0298376946540376,0.179026167924225
Granodiorita,74.4460297105386,13.5097781574935,1.29,0.895936596044094,0.378284340551951,4.17108259713861,3.99189527792979,0.0398194042686264,0.129413063873036
Granodiorita,62.0863526379771,16.2318498030635,4.82,4.24182105519086,2.11594352401792,3.89413080476538,3.06960821089924,0.0596040429300823,0.844390608176166
Granodiorita,67.3484305010631,15.7915592690657,3.22,2.5492678621575,0.916143137962851,4.46121875877562,3.56499177598588,0.0597484655193164,0.428197336221767
Granodiorita,66.2735395258327,15.6934618486803,4.1,2.75466440663042,1.52596517489599,4.35990049970282,2.675393488454,0.0495443238602593,0.574714156779008
Granodiorita,64.2042429260615,15.3989863892976,5.19,2.63424367879016,1.41615355664283,3.69388305334109,4.15933212440551,0.0594190303486502,0.821963253156328
Granodiorita,63.4823875402621,18.0235764553366,3.3,3.02113834150245,1.2579821946584,5.28946844053216,2.91217925377613,0.0396214864459338,0.475457837351205
Granodiorita,68.1884621601247,16.3866665564446,2.28,3.95517210067332,0.896638511487655,4.71228369712337,2.03238062603869,0.0398506005105625,0.348692754467421
Granodiorita,70.8197358373752,16.5499453223857,0.82,2.28461702726415,0.319247794202851,5.89595805178036,2.20480507871344,0.0199529871376782,0.119717922826069
Granodiorita,64.34,16.43,3.75,3.71,2.3,3.77,3.32,0.06,0.72
Granodiorita,64.01,16.64,3.73,3.8,2.29,3.88,3.23,0.06,0.76
Granodiorita,64.22,16.27,4.13,3.4,2.22,3.19,3.97,0.07,0.75
Granodiorita,60.23,19.0,4.58,5.66,1.65,4.6,1.47,0.1,1.01
Granodiorita,61.87,18.0,4.82,4.65,1.83,4.32,1.69,0.09,0.7
Granodiorita,61.85,17.24,4.87,4.45,1.91,3.75,2.3,0.11,0.7
Granodiorita,62.75,16.36,5.18,4.62,2.02,3.46,2.81,0.13,0.71
Granodiorita,63.76,16.37,4.71,4.81,1.89,3.57,2.52,0.1,0.65
Granodiorita,63.86,16.46,5.02,4.63,1.94,3.6,1.91,0.12,0.7
Granodiorita,65.39,15.92,4.4,3.88,1.66,3.37,2.93,0.11,0.64
Granodiorita,64.74,16.44,4.63,3.68,1.83,3.27,2.47,0.11,0.66
Granodiorita,64.2,16.88,4.47,3.84,1.82,3.19,2.95,0.1,0.69
Granodiorita,65.27,15.99,4.37,4.11,1.71,3.68,2.44,0.11,0.62
Granodiorita,65.51,15.95,4.23,3.01,1.44,3.87,2.96,0.1,0.65
Granodiorita,63.17,15.38,5.25,5.25,3.14,2.59,3.03,0.09,0.55
Granodiorita,64.02,16.77,4.78,4.38,2.02,3.05,2.56,0.08,0.55
Granodiorita,67.13,16.2,3.76,3.94,1.21,2.88,2.61,0.09,0.35
Granodiorita,63.89,16.74,3.58,4.53,4.16,5.01,1.09,0.09,0.31
Granodiorita,69.33,15.59,1.84,3.02,1.08,4.47,1.86,0.083,0.23
Granodiorita,62.3,15.7,5.69,5.03,2.91,2.47,2.98,0.17,0.6
Granodiorita,63.8,16.1,4.71,5.21,2.45,2.74,2.73,0.14,0.48
Granodiorita,64.6,14.9,5.05,4.29,2.67,2.24,2.85,0.17,0.53
Granodiorita,65.8,15.3,4.15,4.22,2.23,2.5,3.59,0.13,0.44
Granodiorita,67.5,14.6,3.77,3.46,1.89,2.62,3.74,0.15,0.39
Granodiorita,61.9,17.0,5.39,6.37,2.32,2.68,1.87,0.13,0.73
Granodiorita,59.7,16.9,6.24,5.88,3.1,2.58,2.84,0.14,0.82
Granodiorita,66.4,16.0,4.12,5.05,1.99,2.69,1.79,0.1,0.51
Granodiorita,64.73,17.21,3.72,3.35,1.07,4.37,3.34,0.07,0.709
Granodiorita,64.33,17.53,3.52,3.45,1.03,4.4,3.63,0.071,0.721
Granodiorita,64.11,17.55,3.8,3.37,1.05,4.33,3.53,0.07,0.704
Granodiorita,65.1,16.61,3.79,3.03,1.11,3.95,3.98,0.076,0.754
Granodiorita,68.25,14.13,2.94,3.37,1.25,6.6,0.58,0.04,0.3
Granodiorita,67.97,15.15,2.26,1.97,1.12,7.07,0.77,0.03,0.24
Granodiorita,71.72,13.57,4.0,0.51,1.44,2.74,2.85,0.11,0.47
Granodiorita,72.68,12.74,4.81,0.54,1.6,1.71,3.13,0.05,0.5
Granodiorita,72.34,13.37,3.88,0.43,1.58,2.48,2.91,0.04,0.5
Granodiorita,65.3,15.73,4.35,1.993,4.034,3.14,2.578,0.095,0.709
Granodiorita,65.175,15.559,4.42,4.088,2.019,3.636,2.497,0.087,0.694
Granodiorita,69.5059573802699,15.2633101937259,2.7,2.48154058340431,1.11426232513516,3.44002447127658,3.91926641521272,0.0644942574655257,0.388949983484401
Granodiorita,68.1135480000388,15.5765986981596,2.77,2.695641437085,1.15541805834907,3.62358343364288,4.0033782680872,0.069144706007013,0.412864041665063
Granodiorita,70.5542683017522,15.0109958600472,2.42,3.21180769396448,0.939555767927633,4.10060356341298,1.92190909731807,0.0577269433684351,0.388163929546374
Granodiorita,68.8049178017536,15.418616379284,2.67,2.73438576114632,1.06966904127745,3.72107196289231,3.78077912792104,0.0637551084205101,0.373422777891559
Granodiorita,69.8734317706604,14.6673268832118,2.63,2.46768272119853,1.11518343024008,3.38879004500368,3.91973400457696,0.0633512679036296,0.373068577654708
Granodiorita,69.874437939831,14.6431959486564,2.87,2.63230432070113,1.16266795262676,3.47997853982935,3.39872219456381,0.0692183681891685,0.404275396814999
Granodiorita,65.6586891694012,16.4034438929712,3.6,3.27170605909093,1.31147704748185,4.69796230022606,2.50019026175192,0.0828406354193251,0.602840286665932
Granodiorita,65.1157369858387,16.4063140245302,3.9,3.12659455264017,1.33924984058339,4.52726863403227,3.06718422136617,0.087605064759966,0.659555372618135
Granodiorita,65.642630246189,16.7023798764266,3.45,3.28072034514823,1.22820203962535,4.73373591183655,2.34156426888954,0.0778574985499432,0.578091926733328
Granodiorita,67.0726250670724,15.7944247384716,3.31,3.1069525995185,1.23339326917562,4.57004663947176,2.47477613037828,0.0778985222637231,0.536301364815632
Granodiorita,67.5520013300508,15.8969601315642,3.03,3.07517279745132,1.13895288794493,4.66567514893549,2.44723682471708,0.0725704494973763,0.519080298488178
Granodiorita,66.1576002361547,16.3116219899282,3.4,3.21350404888412,1.24662660977343,4.7524500329074,2.53845724649271,0.078353646706146,0.552493662671543
Granodiorita,62.12,15.63,4.9,4.4,1.79,4.21,3.26,0.1,0.58
Granodiorita,66.46,15.62,4.19,3.92,1.3,4.52,2.56,0.11,0.36
Granodiorita,62.8,16.84,4.96,4.83,1.89,4.42,2.61,0.1,0.67
Granodiorita,55.8,19.4,5.58,4.85,2.34,5.31,2.56,0.08,0.53
Granodiorita,57.31,15.03,8.0,4.9,3.07,3.21,2.22,0.11,1.15
Granodiorita,61.46,13.19,6.61,5.28,4.0,3.27,1.75,0.11,0.78
Granodiorita,62.21,17.09,5.7,3.78,2.19,4.23,2.53,0.08,0.61
Granodiorita,67.66,16.08,2.92,3.32,0.87,3.69,2.88,0.07,0.35
Granodiorita,66.95,13.84,5.8,1.72,1.62,2.49,4.98,0.11,0.74
Granodiorita,71.06,14.75,2.14,1.87,0.65,2.89,4.7,0.04,0.27
Granodiorita,71.78,14.28,2.7,1.91,0.83,3.02,3.8,0.06,0.35
Granodiorita,72.64,13.99,2.17,1.52,0.61,2.74,4.69,0.04,0.27
Granodiorita,71.83,13.22,1.95,1.74,1.47,7.06,0.29,0.03,0.29
Granodiorita,77.04,11.44,1.07,1.21,0.5,5.91,0.66,0.02,0.1
Granodiorita,60.9,15.3,5.33,5.88,3.69,3.87,1.79,0.14,0.8
Granodiorita,65.6,15.3,4.09,3.46,1.75,3.44,3.99,0.11,0.45
Granodiorita,65.5,15.5,3.82,3.5,1.67,3.48,4.17,0.1,0.41
Granodiorita,64.7,15.3,4.3,3.08,1.84,3.43,4.22,0.11,0.43
Granodiorita,66.950002038178,15.1522834320868,3.33,3.25369400459889,1.29481681386488,3.75426231299872,3.77545572928178,0.0908289269273884,0.396619647582929
Granodiorita,67.2343089487801,15.1357427007009,3.35,3.04580245043922,1.35692153949432,3.61745454024835,3.78192987836888,0.0912637546888274,0.412191243704484
Granodiorita,67.774971956099,15.1404775533962,3.23,3.17983277823373,1.26346967804344,3.68058591219513,3.48008314829509,0.087656987232679,0.383877150984491
Granodiorita,67.6268895165948,14.9890570390375,3.31,2.96837133641352,1.33495496148556,3.6059011583245,3.85258865310852,0.0883202141819345,0.400994075883496
Granodiorita,67.5495072151824,14.8166489648368,3.43,3.08873085675072,1.421077865667,3.5617525259175,3.65132471433418,0.0946043338333554,0.424713073166766
Granodiorita,65.44,15.87,3.2,3.13,1.9,3.98,3.16,0.05,0.6
Granodiorita,65.14,15.68,3.47,2.86,1.98,3.85,3.13,0.06,0.62
Granodiorita,65.54,15.99,3.18,2.29,1.84,4.33,3.0,0.05,0.59
Granodiorita,65.9,15.87,3.28,3.12,1.91,4.05,3.14,0.05,0.6
Granodiorita,65.53,15.86,3.28,3.16,1.93,4.08,3.12,0.05,0.61
Granodiorita,62.1,17.0,5.4,5.3,2.3,3.6,2.2,0.1,0.7
Granodiorita,65.77,16.35,3.09,3.81,1.78,4.46,2.6,0.08,0.41
Granodiorita,66.71,15.78,3.35,3.26,1.24,4.31,3.04,0.06,0.35
Granodiorita,68.04,15.0,3.41,2.7,1.21,4.06,3.43,0.07,0.45
Granodiorita,67.82,15.07,3.02,2.6,1.24,3.97,3.78,0.06,0.44
Granodiorita,69.43,14.65,2.58,2.49,0.82,3.95,3.24,0.05,0.26
Granodiorita,66.31,16.66,3.2,3.5,1.46,4.37,2.84,0.07,0.43
Granodiorita,68.35,15.51,3.13,2.74,1.06,4.16,3.5,0.06,0.36
Granodiorita,67.45,15.1,3.46,2.83,1.18,4.03,3.45,0.07,0.41
Granodiorita,66.12,16.18,4.41,3.92,1.28,3.66,2.59,0.06,0.6
Granodiorita,65.54,16.28,4.45,4.31,1.28,3.63,2.72,0.07,0.59
Granodiorita,63.95,16.32,4.39,4.61,1.31,3.8,2.25,0.06,0.62
Granodiorita,65.02,16.06,4.89,4.85,1.53,3.39,2.06,0.07,0.68
Granodiorita,65.01,16.35,4.7,4.66,1.37,3.78,2.15,0.07,0.63
Granodiorita,65.51,14.82,5.28,2.38,1.57,2.97,3.14,0.04,0.72
Granodiorita,64.89,15.19,4.58,4.32,2.21,3.59,3.01,0.09,0.61
Granodiorita,66.39,15.1,3.6,3.79,1.88,3.91,3.08,0.07,0.62
Granodiorita,67.29,14.85,3.33,3.46,1.59,4.12,2.66,0.06,0.55
Granodiorita,67.85,15.31,3.54,3.49,1.63,3.62,3.44,0.07,0.4
Granodiorita,65.6,15.5,3.1,3.42,1.61,3.67,3.47,0.05,0.49
Granodiorita,66.5,16.3,3.12,4.91,2.4,0.98,2.51,0.03,0.48
Granodiorita,64.8,15.3,3.41,3.93,2.1,3.66,3.22,0.05,0.53
Granodiorita,65.0,15.0,3.62,3.17,2.33,3.86,3.97,0.05,0.54
Granodiorita,64.3,15.7,3.71,3.59,2.22,4.22,2.7,0.05,0.53
Granodiorita,68.6,15.0,1.62,2.5,0.6,3.4,3.7,0.02,0.38
Granodiorita,68.2,15.4,1.08,2.4,0.91,4.2,3.0,0.01,0.43
Granodiorita,65.72,15.38,4.11,3.42,1.7,4.16,3.84,0.08,0.57
Granodiorita,65.43,15.59,4.13,3.46,1.78,4.18,3.87,0.08,0.55
Granodiorita,66.67,15.35,4.18,3.07,1.58,4.27,4.05,0.09,0.58
Granodiorita,64.1,15.19,4.89,4.06,2.34,3.78,3.63,0.08,0.67
Granodiorita,64.344,15.617,4.81,3.905,1.822,3.868,3.216,0.1,0.647
Granodiorita,62.888,15.424,5.32,4.391,2.327,3.375,3.632,0.101,0.738
Granodiorita,69.4,14.7,3.6,2.79,1.64,4.04,2.28,0.05,0.39
Granodiorita,71.65,14.27,1.62,1.26,0.38,3.92,4.72,0.07,0.3
Granodiorita,66.5,15.65,4.18,2.55,1.16,4.14,3.28,0.07,0.66
Granodiorita,60.82,15.61,5.88,4.69,2.18,3.9,4.02,0.13,0.71
Granodiorita,63.43,17.27,3.98,4.77,2.32,3.96,1.99,0.08,0.55
Granodiorita,65.09,16.14,3.63,4.08,2.11,4.01,2.28,0.07,0.51
Granodiorita,65.26,16.49,3.19,4.14,1.58,4.01,2.57,0.06,0.43
Granodiorita,65.5,15.96,3.55,4.2,1.81,3.98,2.4,0.07,0.49
Granodiorita,58.34,19.15,4.91,5.63,3.45,3.97,0.75,0.09,0.58
Granodiorita,60.11,18.45,5.11,5.53,2.29,3.71,0.82,0.1,0.63
Granodiorita,57.75,18.38,4.87,5.86,3.27,4.2,0.9,0.09,0.59
Granodiorita,58.76,17.89,4.82,5.9,3.13,3.96,0.73,0.1,0.61
Granodiorita,56.73,18.98,5.29,4.75,3.48,4.52,1.32,0.11,0.67
Granodiorita,57.26,19.51,5.09,5.64,3.19,4.75,1.25,0.09,0.62
Granodiorita,57.98,18.83,4.95,5.84,3.11,4.95,1.04,0.1,0.71
Granodiorita,58.6,18.82,4.89,5.05,3.06,4.99,1.42,0.09,0.62
Granodiorita,59.72,18.39,4.61,5.34,2.77,4.83,1.22,0.09,0.58
Granodiorita,58.59,19.1,4.61,4.96,2.84,5.19,1.19,0.09,0.53
Granodiorita,57.88,19.22,4.81,6.15,3.03,4.98,0.88,0.09,0.62
Granodiorita,58.5,19.19,4.81,6.51,3.02,4.88,0.53,0.09,0.63
Granodiorita,57.09,18.66,6.04,5.4,2.91,5.01,1.04,0.14,0.75
Granodiorita,57.72,19.63,5.09,6.19,1.66,5.44,1.1,0.08,0.47
Granodiorita,58.16,16.74,7.61,6.94,3.46,3.93,1.48,0.15,1.39
Granodiorita,54.69,16.54,8.94,7.69,3.52,2.84,3.15,0.18,1.76
Granodiorita,64.24,15.66,5.56,4.7,1.97,3.9,3.22,0.12,1.07
Granodiorita,59.3,17.54,7.53,5.82,2.97,4.11,1.69,0.18,0.83
Granodiorita,66.43,16.44,3.22,2.29,1.85,5.06,1.35,0.04,0.63
Granodiorita,67.84,15.4,3.67,2.19,1.15,4.62,2.42,0.1,0.43
Granodiorita,64.88,16.51,4.39,4.61,1.89,3.25,3.23,0.11,0.5
Granodiorita,73.49,13.89,2.04,2.32,0.95,3.53,2.71,0.04,0.33
Granodiorita,70.41,14.98,2.67,2.29,0.93,4.26,3.0,0.08,0.38
Granodiorita,69.24,14.73,2.85,1.83,0.82,3.08,5.57,0.06,0.39
Granodiorita,63.21,15.64,5.28,4.89,2.8,2.55,3.86,0.1,0.56
Granodiorita,68.31,15.4,4.21,3.55,1.06,3.39,2.6,0.05,0.6
Granodiorita,65.7,16.09,4.05,3.8,1.68,3.58,3.08,0.08,0.66
Granodiorita,67.04,16.1,3.18,3.49,1.31,3.6,2.77,0.06,0.45
Granodiorita,67.41,16.54,3.17,3.55,1.42,3.66,2.83,0.05,0.46
Granodiorita,71.51,14.82,2.28,2.9,0.65,3.04,3.53,0.04,0.29
Granodiorita,65.89,16.77,3.42,3.44,1.52,4.12,3.25,0.08,0.44
Granodiorita,65.43,16.42,3.94,4.65,1.23,3.62,2.41,0.11,0.46
Granodiorita,67.62,15.46,3.04,2.69,0.73,4.54,3.46,0.07,0.39
Granodiorita,67.5,15.0,2.9,2.46,0.68,4.08,3.48,0.07,0.34
Granodiorita,67.18,15.44,2.63,2.67,0.64,4.16,3.47,0.05,0.32
Granodiorita,65.96,16.01,2.82,3.0,0.6,4.68,3.01,0.06,0.38
Granodiorita,67.61,14.97,2.27,4.05,0.83,4.64,1.94,0.1,0.35
Granodiorita,66.72,16.05,3.01,4.1,0.93,4.32,1.3,0.04,0.45
Granodiorita,67.51,15.92,2.83,4.24,0.88,4.42,1.02,0.04,0.44
Granodiorita,69.98,15.21,2.74,2.94,1.13,4.3,1.88,0.05,0.38
Granodiorita,68.53,15.86,2.77,2.32,0.93,4.52,2.7,0.05,0.42
Granodiorita,68.49,15.67,3.31,2.91,1.03,4.32,2.08,0.06,0.47
Granodiorita,68.89,16.21,2.66,2.27,0.86,4.7,2.2,0.05,0.38
Granodiorita,64.34,17.16,3.96,3.63,1.43,4.47,1.77,0.06,0.56
Granodiorita,63.8,16.2,4.61,4.07,2.75,3.85,2.76,0.09,0.63
Granodiorita,71.1,15.2,2.99,3.18,1.58,2.58,1.94,0.07,0.41
Granodiorita,63.7,16.6,4.8,4.38,3.22,2.6,2.62,0.09,0.63
Granodiorita,65.9,16.7,3.6,3.76,1.88,3.49,2.83,0.07,0.51
Granodiorita,65.6,15.5,4.14,4.38,2.22,3.69,2.24,0.09,0.54
Granodiorita,65.6,15.6,3.33,3.45,1.65,3.44,3.93,0.06,0.48
Granodiorita,66.6,16.4,3.18,3.42,1.55,3.61,3.28,0.06,0.46
Granodiorita,69.6,15.5,2.37,2.51,0.87,3.74,2.76,0.05,0.42
Granodiorita,67.6,15.8,2.77,2.7,0.96,4.24,2.51,0.05,0.44
Granodiorita,65.8,16.5,3.61,3.62,1.39,3.69,3.19,0.07,0.75
Granodiorita,68.2,16.5,2.65,2.82,1.21,4.76,2.1,0.04,0.65
Granodiorita,69.2,16.6,1.6,2.8,0.73,5.38,2.48,0.04,0.23
Granodiorita,65.5,15.5,3.52,3.6,2.88,3.08,3.47,0.07,0.48
Granodiorita,69.34,12.84,3.93,4.1,1.23,2.26,4.3,0.07,0.43
Granodiorita,70.4,13.77,2.57,2.56,1.17,3.05,4.23,0.04,0.46
Granodiorita,69.31,14.08,2.9,2.41,1.14,3.86,4.07,0.04,0.5
Granodiorita,70.12,13.98,2.35,1.97,1.07,3.45,4.7,0.05,0.35
Granodiorita,69.45,14.24,2.88,0.55,1.38,4.26,3.9,0.04,0.44
Granodiorita,68.45,14.84,3.07,0.7,1.27,3.28,5.17,0.05,0.52
Granodiorita,71.97,13.62,2.23,0.65,0.65,3.47,5.03,0.04,0.3
Granodiorita,60.69,16.96,5.86,4.89,2.29,3.53,3.06,0.08,0.93
Granodiorita,70.07,16.27,2.07,3.06,0.5,5.49,1.39,0.03,0.22
Granodiorita,70.71,16.4,1.39,2.83,0.36,5.23,2.02,0.03,0.15
Granodiorita,70.39,15.81,2.12,3.02,0.78,5.03,1.75,0.04,0.29
Granodiorita,63.98,17.11,3.82,4.79,1.77,4.57,1.82,0.07,0.9
Granodiorita,66.14,15.43,3.99,3.85,1.37,3.16,3.39,0.09,0.64
Granodiorita,68.07,14.76,3.57,3.12,1.27,2.49,3.82,0.13,0.55
Granodiorita,67.27,14.95,3.5,2.81,1.28,3.15,4.06,0.08,0.56
Granodiorita,65.95,15.38,4.45,3.22,1.63,3.3,3.42,0.12,0.69
Granodiorita,72.51,13.8,2.09,1.93,0.53,2.65,4.99,0.04,0.32
Granodiorita,67.63,15.67,3.37,3.22,0.9,3.8,3.41,0.08,0.42
Granodiorita,66.6,16.21,3.68,3.51,1.0,3.84,2.82,0.08,0.47
Granodiorita,65.05,14.99,4.02,2.71,1.75,4.08,3.08,0.1,0.47
Granodiorita,65.03,15.62,4.53,4.68,2.11,2.32,3.25,0.09,0.55
Granodiorita,68.75,14.75,3.06,3.32,1.2,2.7,3.58,0.07,0.34
Granodiorita,67.63,15.27,3.27,3.75,1.74,3.5,2.97,0.07,0.44
Granodiorita,64.8,16.12,4.03,4.27,2.1,3.87,2.29,0.05,0.53
Granodiorita,67.82,15.25,3.52,3.55,1.93,3.7,2.65,0.07,0.46
Granodiorita,67.66,15.19,3.41,3.16,1.7,4.02,2.61,0.04,0.46
Granodiorita,67.6390431008378,16.422731402039,3.7,4.46149187443222,1.29201574644191,3.02816190572323,2.24083981023519,0.0706571111335419,0.565256889068336
Granodiorita,69.0345528455285,15.5487804878049,3.03,2.96747967479675,1.30081300813008,3.4349593495935,3.53658536585366,0.0304878048780488,0.538617886178862
Granodiorita,69.2416296893909,16.206131504639,3.3,3.98346107301331,1.06897942718838,3.44897135941912,1.62363856393707,0.0504235578862444,0.524405002016942
Granodiorita,71.7688798783578,14.8200709579321,2.13,2.2909275215408,0.952863659401926,3.21338063862139,4.08514951849975,0.0405473897617841,0.375063355296503
Granodiorita,66.49,14.73,3.86,4.03,2.48,4.78,1.54,0.05,0.39
Granodiorita,66.95,14.56,3.79,3.42,2.29,4.59,1.81,0.08,0.45
Granodiorita,68.54,15.14,3.79,4.07,2.31,4.99,1.71,0.07,0.4
Granodiorita,72.3201534,13.77265725,2.3322717,2.22349545,0.8632206,3.95050095,2.8918395,0.05244525,0.28052145
Granodiorita,74.077409345,13.782807585,1.58155565,1.63771196,0.36010104,4.212239075,3.106579455,0.03925343,0.17162397
Granodiorita,66.773946585,15.930218005,3.77468991,3.59195848,1.41556955,4.512851685,1.84016095,0.059776675,0.45298946
Granodiorita,71.515277425,14.327463625,2.46888491,2.4688574,0.77936469,4.12848267,2.84890112,0.042568075,0.32476961
Granodiorita,67.31228679,15.2405816,4.0923648,3.88832192,1.57145155,4.50607764,1.72113527,0.07133754,0.55460924
Granodiorita,68.7814271909143,15.441671460764,2.65,2.31213267221794,1.02951172416307,3.52745870757142,4.10699847814907,0.0612685026087291,0.362589007241823
Granodiorita,68.7878603261463,15.4262163395037,2.67,2.37674277804079,1.09842700059137,3.37165835954624,3.7967586534622,0.0743674273044476,0.388921545497584
Granodiorita,68.174467808072,15.687225168108,2.81,2.69190835531566,1.1034040895127,3.35494486676158,3.85495590912635,0.0745543303724796,0.394640922104992
Granodiorita,68.4612432746943,15.456963539927,2.86,2.71180048167903,1.10207411999093,3.40894963088596,3.72211820434945,0.0757987630039008,0.389964688612174
Granodiorita,68.8064763316805,15.2959685471304,2.8,2.35307279530267,1.12278600385001,3.42310378301434,3.62417007093783,0.0806255907019951,0.400141820521013
Granodiorita,68.1951637703145,15.5928555854,2.85,2.73371512823469,1.10486405511347,3.39643394720067,3.87950007427829,0.0738572177763296,0.390245569601958
Granodiorita,67.1484924266292,15.152762409605,3.2,2.66458318733193,1.45531066792223,3.33197411649545,4.60798572882151,0.0677351987807744,0.508013990855808
Granodiorita,67.4646279982074,15.1523928062779,3.06,2.56305665612334,1.42436274753884,3.11249637425153,4.608525171981,0.0637031557250073,0.498676265909823
Granodiorita,67.3472504296843,15.2331906269556,3.25,2.60107387776499,1.50275605826662,3.1166108134479,4.44979517642374,0.0652948481866821,0.509689635845294
Granodiorita,67.1559095961592,15.1069002604664,3.47,1.54113214244053,1.64828038106375,3.02318254582713,4.86272753976036,0.100138540769365,0.521721797408392
Granodiorita,67.1107724785553,15.1330456978015,3.43,2.40786933782687,1.5577988894994,3.11460238034736,4.41260222182162,0.0766456961606734,0.532538278518964
Granodiorita,67.0459492585074,15.1102085884031,3.4,1.8989829826074,1.60522316096651,2.9067285402365,4.87940042725551,0.0846426604727997,0.526776086942483
Granodiorita,66.8888195634367,15.1968213247292,3.3,2.7756979645971,1.50437828423569,3.29682900587821,4.49112931929404,0.0690173547953872,0.529133053431302
Granodiorita,66.6571649623616,15.2766872436167,3.45,2.90062411804123,1.55917325473403,3.2347326726271,4.49290722953602,0.0712363584852742,0.540794327092433
Granodiorita,66.8932996533395,15.1962573749198,3.43,2.66806043833634,1.51533046984509,3.26540231109004,4.43311577137277,0.0719207605991076,0.517429916532469
Granodiorita,66.9984363270265,15.6095962045368,3.09,2.68961416363688,1.13386659256794,3.50584076539872,3.46650454362706,0.0717886047332697,0.427781411766744
Granodiorita,67.4429999919966,15.3137051228385,3.05,2.81254084974419,1.11833385290318,3.47882411184292,3.29996931287247,0.0835310874312566,0.411759125102312
Granodiorita,66.2764640911481,15.6697068297527,3.13,3.00642019421938,1.15775800650667,3.81477808623043,3.00444618227308,0.0888305375836323,0.426386580401435
Granodiorita,67.3901578354262,15.5518814318176,2.94,2.81448206565565,1.07697526122965,3.42818859749419,3.77489293690947,0.0737244859676169,0.404488395984493
Granodiorita,67.9365626212259,15.0091242990753,2.86,2.81602332108708,1.36401129615156,3.4880288863465,4.27403539571243,0.0610005051797984,0.466003859242394
Granodiorita,67.8871668872625,14.6635317552177,3.14,2.70421243669656,1.5386728033726,3.12950400685952,4.72434739497062,0.0641949539868619,0.524593139611387
Granodiorita,67.8041404602027,15.1016609631483,2.88,2.6860544866873,1.41698248802116,3.28459893361065,4.32194449895391,0.057192055883944,0.478243915581256
Granodiorita,69.0354547630136,14.411081113315,3.01,2.58552632601879,1.3973653701596,3.2451708668033,4.09199830459343,0.0670655299431898,0.5175056564273
Granodiorita,69.0339296125116,14.9337677189339,2.46,2.38690514525717,1.11187480184131,3.3205174109337,4.85639519427428,0.0543851805248468,0.407888853936351
Granodiorita,67.6982064183854,15.2313184653711,2.91,2.71539685288531,1.23773912000281,3.4170835072908,4.7220801463854,0.0672575190917989,0.436671952312425
Granodiorita,70.8525535717556,14.0892998526872,2.57,1.75172220932122,0.970999432938414,3.4171333579368,4.03504208798852,0.083368638181581,0.459017913752705
Granodiorita,63.529,16.075,4.26,4.801,2.913,3.05,3.39,0.074,0.612
Granodiorita,63.329,15.59,4.59,4.768,3.046,2.907,3.403,0.077,0.677
Granodiorita,63.214,15.955,4.32,4.705,2.948,3.025,3.359,0.072,0.633
Granodiorita,63.902,15.605,4.08,4.803,2.724,3.106,3.539,0.076,0.597
Granodiorita,63.441,15.568,4.12,4.567,2.636,3.032,3.487,0.073,0.606
Granodiorita,63.989,16.082,4.14,4.682,2.634,3.162,3.564,0.071,0.632
Granodiorita,64.186,15.621,4.08,4.329,2.679,3.019,3.586,0.074,0.603
Granodiorita,65.829,15.111,3.54,4.442,3.003,2.54,3.406,0.049,0.472
Granodiorita,65.142,15.292,3.65,4.544,3.337,2.666,3.211,0.069,0.468
Granodiorita,64.592,14.869,4.18,4.581,3.585,2.348,2.69,0.052,0.534
Granodiorita,67.3,15.62,4.13,3.41,1.56,2.93,2.59,0.07,0.64
Granodiorita,67.7,15.82,4.08,3.4,1.54,2.97,2.6,0.07,0.62
Granodiorita,69.08,16.19,2.13,4.25,1.14,4.24,0.99,0.04,0.28
Granodiorita,69.15,16.03,2.15,4.28,1.15,4.33,1.02,0.04,0.28
Granodiorita,69.75,16.24,1.75,4.08,1.11,4.29,0.88,0.02,0.29
